Season,Team,HomeMatches,HomeWins,HomeDraws,HomeLosses,HomeGoals,HomeGoalsAllowed,HomeComebackWins,HomeBlownLeads,AwayMatches,AwayWins,AwayDraws,AwayLosses,AwayGoals,AwayGoalsAllowed,AwayComebackWins,AwayBlownLeads,TotalMatches,TotalWins,TotalDraws,TotalLosses,TotalGoals,TotalGoalsAllowed,GoalDifference,TotalComebackWins,TotalBlownLeads,WinRate,ComebackRate,BlownLeadRate
2007/08,Portsmouth,19,7,8,4,24,14,0,0,19,9,1,9,24,26,0,0,38,16,9,13,48,40,8,0,0,0.42105263157894735,0.0,0.0
2007/08,Reading,19,8,2,9,19,25,0,1,19,2,4,13,22,41,0,0,38,10,6,22,41,66,-25,0,1,0.2631578947368421,0.0,0.02631578947368421
2007/08,Sunderland,19,9,3,7,23,21,0,1,19,2,3,14,13,38,0,0,38,11,6,21,36,59,-23,0,1,0.2894736842105263,0.0,0.02631578947368421
2007/08,Tottenham,19,8,5,6,46,34,0,3,19,3,8,8,20,27,0,3,38,11,13,14,66,61,5,0,6,0.2894736842105263,0.0,0.15789473684210525
2007/08,West Ham,19,7,7,5,24,24,1,3,19,6,3,10,18,26,0,0,38,13,10,15,42,50,-8,1,3,0.34210526315789475,0.02631578947368421,0.07894736842105263
2007/08,Wigan,19,8,5,6,21,17,0,1,19,2,5,12,13,34,0,0,38,10,10,18,34,51,-17,0,1,0.2631578947368421,0.0,0.02631578947368421
2008/09,Arsenal,19,11,5,3,31,16,1,0,19,9,7,3,37,21,2,2,38,20,12,6,68,37,31,3,2,0.5263157894736842,0.07894736842105263,0.05263157894736842
2008/09,Aston Villa,19,7,9,3,27,21,0,2,19,10,2,7,27,27,1,1,38,17,11,10,54,48,6,1,3,0.4473684210526316,0.02631578947368421,0.07894736842105263
2008/09,Blackburn,19,6,7,6,22,23,1,2,19,4,4,11,18,37,1,1,38,10,11,17,40,60,-20,2,3,0.2631578947368421,0.05263157894736842,0.07894736842105263
2008/09,Bolton,19,7,5,7,21,21,0,1,19,4,3,12,20,32,0,1,38,11,8,19,41,53,-12,0,2,0.2894736842105263,0.0,0.05263157894736842
2008/09,Chelsea,19,11,6,2,33,12,0,1,19,14,2,3,35,12,0,0,38,25,8,5,68,24,44,0,1,0.6578947368421053,0.0,0.02631578947368421
2008/09,Everton,19,8,6,5,31,20,0,1,19,9,6,4,24,17,0,2,38,17,12,9,55,37,18,0,3,0.4473684210526316,0.0,0.07894736842105263
2008/09,Fulham,19,11,3,5,28,16,0,2,19,3,8,8,11,18,1,0,38,14,11,13,39,34,5,1,2,0.3684210526315789,0.02631578947368421,0.05263157894736842
2008/09,Hull,19,3,5,11,18,36,0,2,19,5,6,8,21,28,0,1,38,8,11,19,39,64,-25,0,3,0.21052631578947367,0.0,0.07894736842105263
2008/09,Liverpool,19,12,7,0,41,13,1,0,19,13,4,2,36,14,1,2,38,25,11,2,77,27,50,2,2,0.6578947368421053,0.05263157894736842,0.05263157894736842
2008/09,Man City,19,13,0,6,40,18,0,2,19,2,5,12,18,32,0,1,38,15,5,18,58,50,8,0,3,0.39473684210526316,0.0,0.07894736842105263
2008/09,Man United,19,16,2,1,43,13,1,0,19,12,4,3,25,11,1,2,38,28,6,4,68,24,44,2,2,0.7368421052631579,0.05263157894736842,0.05263157894736842
2008/09,Middlesbrough,19,5,9,5,17,20,0,2,19,2,2,15,11,37,0,2,38,7,11,20,28,57,-29,0,4,0.18421052631578946,0.0,0.10526315789473684
2008/09,Newcastle,19,5,7,7,24,29,0,1,19,2,6,11,16,30,0,0,38,7,13,18,40,59,-19,0,1,0.18421052631578946,0.0,0.02631578947368421
2008/09,Portsmouth,19,8,3,8,26,29,1,2,19,2,8,9,12,28,1,1,38,10,11,17,38,57,-19,2,3,0.2631578947368421,0.05263157894736842,0.07894736842105263
2008/09,Stoke,19,10,5,4,22,15,0,1,19,2,4,13,16,40,0,1,38,12,9,17,38,55,-17,0,2,0.3157894736842105,0.0,0.05263157894736842
2008/09,Sunderland,19,6,3,10,21,25,0,3,19,3,6,10,13,29,1,2,38,9,9,20,34,54,-20,1,5,0.23684210526315788,0.02631578947368421,0.13157894736842105
2008/09,Tottenham,19,10,5,4,21,10,1,0,19,4,4,11,24,35,0,2,38,14,9,15,45,45,0,1,2,0.3684210526315789,0.02631578947368421,0.05263157894736842
2008/09,West Brom,19,7,3,9,26,33,0,1,19,1,5,13,10,34,0,0,38,8,8,22,36,67,-31,0,1,0.21052631578947367,0.0,0.02631578947368421
2008/09,West Ham,19,9,2,8,23,22,1,0,19,5,7,7,19,23,0,3,38,14,9,15,42,45,-3,1,3,0.3684210526315789,0.02631578947368421,0.07894736842105263
2008/09,Wigan,19,8,5,6,17,18,0,2,19,4,4,11,17,27,0,2,38,12,9,17,34,45,-11,0,4,0.3157894736842105,0.0,0.10526315789473684
2009/10,Arsenal,19,15,2,2,48,15,1,0,19,8,4,7,35,26,1,3,38,23,6,9,83,41,42,2,3,0.6052631578947368,0.05263157894736842,0.07894736842105263
2009/10,Aston Villa,19,8,8,3,29,16,0,2,19,9,5,5,23,23,0,0,38,17,13,8,52,39,13,0,2,0.4473684210526316,0.0,0.05263157894736842
2009/10,Birmingham,19,8,9,2,19,13,1,1,19,5,2,12,19,34,1,2,38,13,11,14,38,47,-9,2,3,0.34210526315789475,0.05263157894736842,0.07894736842105263
2009/10,Blackburn,19,10,6,3,28,18,1,0,19,3,5,11,13,37,0,2,38,13,11,14,41,55,-14,1,2,0.34210526315789475,0.02631578947368421,0.05263157894736842
2009/10,Bolton,19,6,6,7,26,31,0,2,19,4,3,12,16,36,1,3,38,10,9,19,42,67,-25,1,5,0.2631578947368421,0.02631578947368421,0.13157894736842105
2009/10,Burnley,19,7,5,7,25,30,1,1,19,1,1,17,17,52,0,1,38,8,6,24,42,82,-40,1,2,0.21052631578947367,0.02631578947368421,0.05263157894736842
2009/10,Chelsea,19,17,1,1,68,14,1,0,19,10,4,5,35,18,1,1,38,27,5,6,103,32,71,2,1,0.7105263157894737,0.05263157894736842,0.02631578947368421
2009/10,Everton,19,11,6,2,35,21,1,2,19,5,7,7,25,28,0,3,38,16,13,9,60,49,11,1,5,0.42105263157894735,0.02631578947368421,0.13157894736842105
2009/10,Fulham,19,11,3,5,27,15,3,0,19,1,7,11,12,31,0,2,38,12,10,16,39,46,-7,3,2,0.3157894736842105,0.07894736842105263,0.05263157894736842
2009/10,Hull,19,6,6,7,22,29,1,2,19,0,6,13,12,46,0,1,38,6,12,20,34,75,-41,1,3,0.15789473684210525,0.02631578947368421,0.07894736842105263
2009/10,Liverpool,19,13,3,3,43,15,0,1,19,5,6,8,18,20,0,0,38,18,9,11,61,35,26,0,1,0.47368421052631576,0.0,0.02631578947368421
2009/10,Man City,19,12,4,3,41,20,0,1,19,6,9,4,32,25,0,0,38,18,13,7,73,45,28,0,1,0.47368421052631576,0.0,0.02631578947368421
2009/10,Man United,19,16,1,2,52,12,1,0,19,11,3,5,34,16,0,0,38,27,4,7,86,28,58,1,0,0.7105263157894737,0.02631578947368421,0.0
2009/10,Portsmouth,19,5,3,11,24,32,0,1,19,2,4,13,10,34,0,1,38,7,7,24,34,66,-32,0,2,0.18421052631578946,0.0,0.05263157894736842
2009/10,Stoke,19,7,6,6,24,21,0,2,19,4,8,7,10,27,1,2,38,11,14,13,34,48,-14,1,4,0.2894736842105263,0.02631578947368421,0.10526315789473684
2009/10,Sunderland,19,9,7,3,32,19,0,4,19,2,4,13,16,37,0,2,38,11,11,16,48,56,-8,0,6,0.2894736842105263,0.0,0.15789473684210525
2009/10,Tottenham,19,14,2,3,40,12,0,0,19,7,5,7,27,29,0,1,38,21,7,10,67,41,26,0,1,0.5526315789473685,0.0,0.02631578947368421
2009/10,West Ham,19,7,5,7,30,29,0,2,19,1,6,12,17,37,0,1,38,8,11,19,47,66,-19,0,3,0.21052631578947367,0.0,0.07894736842105263
2009/10,Wigan,19,6,7,6,19,24,1,3,19,3,2,14,18,55,0,2,38,9,9,20,37,79,-42,1,5,0.23684210526315788,0.02631578947368421,0.13157894736842105
2009/10,Wolves,19,5,6,8,13,22,0,0,19,4,5,10,19,34,0,2,38,9,11,18,32,56,-24,0,2,0.23684210526315788,0.0,0.05263157894736842
2010/11,Arsenal,19,11,4,4,33,15,1,1,19,8,7,4,39,28,0,4,38,19,11,8,72,43,29,1,5,0.5,0.02631578947368421,0.13157894736842105
2010/11,Aston Villa,19,8,7,4,26,19,0,1,19,4,5,10,22,40,0,3,38,12,12,14,48,59,-11,0,4,0.3157894736842105,0.0,0.10526315789473684
2010/11,Birmingham,19,6,8,5,19,22,0,0,19,2,7,10,18,36,0,3,38,8,15,15,37,58,-21,0,3,0.21052631578947367,0.0,0.07894736842105263
2010/11,Blackburn,19,7,7,5,22,16,0,2,19,4,3,12,24,43,0,2,38,11,10,17,46,59,-13,0,4,0.2894736842105263,0.0,0.10526315789473684
2010/11,Blackpool,19,5,5,9,30,37,0,1,19,5,4,10,25,41,0,2,38,10,9,19,55,78,-23,0,3,0.2631578947368421,0.0,0.07894736842105263
2010/11,Bolton,19,10,5,4,34,24,0,0,19,2,5,12,18,32,0,1,38,12,10,16,52,56,-4,0,1,0.3157894736842105,0.0,0.02631578947368421
2010/11,Chelsea,19,14,3,2,39,13,1,1,19,7,5,7,30,20,0,0,38,21,8,9,69,33,36,1,1,0.5526315789473685,0.02631578947368421,0.02631578947368421
2010/11,Everton,19,9,7,3,31,23,1,2,19,4,8,7,20,22,0,1,38,13,15,10,51,45,6,1,3,0.34210526315789475,0.02631578947368421,0.07894736842105263
2010/11,Fulham,19,8,7,4,30,23,1,0,19,3,9,7,19,20,0,2,38,11,16,11,49,43,6,1,2,0.2894736842105263,0.02631578947368421,0.05263157894736842
2010/11,Liverpool,19,12,4,3,37,14,1,2,19,5,3,11,22,30,0,2,38,17,7,14,59,44,15,1,4,0.4473684210526316,0.02631578947368421,0.10526315789473684
2010/11,Man City,19,13,4,2,34,12,0,1,19,8,4,7,26,21,0,2,38,21,8,9,60,33,27,0,3,0.5526315789473685,0.0,0.07894736842105263
2010/11,Man United,19,18,1,0,49,12,0,1,19,5,10,4,29,25,2,2,38,23,11,4,78,37,41,2,3,0.6052631578947368,0.05263157894736842,0.07894736842105263
2010/11,Newcastle,19,6,8,5,41,27,0,2,19,5,5,9,15,30,0,0,38,11,13,14,56,57,-1,0,2,0.2894736842105263,0.0,0.05263157894736842
2010/11,Stoke,19,10,4,5,31,18,1,0,19,3,3,13,15,30,1,0,38,13,7,18,46,48,-2,2,0,0.34210526315789475,0.05263157894736842,0.0
2010/11,Sunderland,19,7,5,7,25,27,0,2,19,5,6,8,20,29,0,0,38,12,11,15,45,56,-11,0,2,0.3157894736842105,0.0,0.05263157894736842
2010/11,Tottenham,19,9,9,1,30,19,2,1,19,7,5,7,25,27,1,1,38,16,14,8,55,46,9,3,2,0.42105263157894735,0.07894736842105263,0.05263157894736842
2010/11,West Brom,19,8,6,5,30,30,2,2,19,4,5,10,26,41,1,0,38,12,11,15,56,71,-15,3,2,0.3157894736842105,0.07894736842105263,0.05263157894736842
2010/11,West Ham,19,5,5,9,24,31,0,1,19,2,7,10,19,39,0,3,38,7,12,19,43,70,-27,0,4,0.18421052631578946,0.0,0.10526315789473684
2010/11,Wigan,19,5,8,6,22,34,1,1,19,4,7,8,18,27,0,2,38,9,15,14,40,61,-21,1,3,0.23684210526315788,0.02631578947368421,0.07894736842105263
2010/11,Wolves,19,8,4,7,30,30,0,3,19,3,3,13,16,36,0,3,38,11,7,20,46,66,-20,0,6,0.2894736842105263,0.0,0.15789473684210525
2011/12,Arsenal,19,12,4,3,39,17,0,0,19,9,3,7,35,32,1,2,38,21,7,10,74,49,25,1,2,0.5526315789473685,0.02631578947368421,0.05263157894736842
2011/12,Aston Villa,19,4,7,8,20,25,0,3,19,3,10,6,17,28,1,2,38,7,17,14,37,53,-16,1,5,0.18421052631578946,0.02631578947368421,0.13157894736842105
2011/12,Blackburn,19,6,1,12,26,33,1,0,19,2,6,11,22,45,0,3,38,8,7,23,48,78,-30,1,3,0.21052631578947367,0.02631578947368421,0.07894736842105263
2011/12,Bolton,19,4,4,11,23,39,0,2,19,6,2,11,23,38,0,1,38,10,6,22,46,77,-31,0,3,0.2631578947368421,0.0,0.07894736842105263
2011/12,Chelsea,19,12,3,4,41,24,1,2,19,6,7,6,24,22,0,1,38,18,10,10,65,46,19,1,3,0.47368421052631576,0.02631578947368421,0.07894736842105263
2011/12,Everton,19,10,3,6,28,15,0,2,19,5,8,6,22,25,0,1,38,15,11,12,50,40,10,0,3,0.39473684210526316,0.0,0.07894736842105263
2011/12,Fulham,19,10,5,4,36,26,2,0,19,4,5,10,12,25,0,1,38,14,10,14,48,51,-3,2,1,0.3684210526315789,0.05263157894736842,0.02631578947368421
2011/12,Liverpool,19,6,9,4,24,16,0,2,19,8,1,10,23,24,0,0,38,14,10,14,47,40,7,0,2,0.3684210526315789,0.0,0.05263157894736842
2011/12,Man City,19,18,1,0,55,12,0,0,19,10,4,5,38,17,0,1,38,28,5,5,93,29,64,0,1,0.7368421052631579,0.0,0.02631578947368421
2011/12,Man United,19,15,2,2,52,19,0,0,19,13,3,3,37,14,0,1,38,28,5,5,89,33,56,0,1,0.7368421052631579,0.0,0.02631578947368421
2011/12,Newcastle,19,11,5,3,29,17,0,1,19,8,3,8,27,34,0,1,38,19,8,11,56,51,5,0,2,0.5,0.0,0.05263157894736842
2011/12,Norwich,19,7,6,6,28,30,0,2,19,5,5,9,24,36,1,2,38,12,11,15,52,66,-14,1,4,0.3157894736842105,0.02631578947368421,0.10526315789473684
2011/12,QPR,19,7,5,7,24,25,0,2,19,3,2,14,19,41,0,1,38,10,7,21,43,66,-23,0,3,0.2631578947368421,0.0,0.07894736842105263
2011/12,Stoke,19,7,8,4,25,20,0,0,19,4,4,11,11,33,1,0,38,11,12,15,36,53,-17,1,0,0.2894736842105263,0.02631578947368421,0.0
2011/12,Sunderland,19,7,7,5,26,17,1,1,19,4,5,10,19,29,0,2,38,11,12,15,45,46,-1,1,3,0.2894736842105263,0.02631578947368421,0.07894736842105263
2011/12,Swansea,19,8,7,4,27,18,0,4,19,4,4,11,17,33,0,1,38,12,11,15,44,51,-7,0,5,0.3157894736842105,0.0,0.13157894736842105
2011/12,Tottenham,19,13,3,3,39,17,0,0,19,7,6,6,27,24,0,2,38,20,9,9,66,41,25,0,2,0.5263157894736842,0.0,0.05263157894736842
2011/12,West Brom,19,6,3,10,21,22,0,0,19,7,5,7,24,30,0,1,38,13,8,17,45,52,-7,0,1,0.34210526315789475,0.0,0.02631578947368421
2011/12,Wigan,19,5,7,7,22,27,0,1,19,6,3,10,20,35,0,1,38,11,10,17,42,62,-20,0,2,0.2894736842105263,0.0,0.05263157894736842
2011/12,Wolves,19,3,3,13,19,43,0,2,19,2,7,10,21,39,1,1,38,5,10,23,40,82,-42,1,3,0.13157894736842105,0.02631578947368421,0.07894736842105263
2012/13,Arsenal,19,11,5,3,47,23,0,0,19,10,5,4,25,14,0,0,38,21,10,7,72,37,35,0,0,0.5526315789473685,0.0,0.0
2012/13,Aston Villa,19,5,5,9,23,28,0,4,19,5,6,8,24,41,0,4,38,10,11,17,47,69,-22,0,8,0.2631578947368421,0.0,0.21052631578947367
2012/13,Chelsea,19,12,5,2,41,16,2,3,19,10,4,5,34,23,1,3,38,22,9,7,75,39,36,3,6,0.5789473684210527,0.07894736842105263,0.15789473684210525
2012/13,Everton,19,12,6,1,33,17,1,2,19,4,9,6,22,23,1,3,38,16,15,7,55,40,15,2,5,0.42105263157894735,0.05263157894736842,0.13157894736842105
2012/13,Fulham,19,7,3,9,28,30,0,3,19,4,7,8,22,30,0,1,38,11,10,17,50,60,-10,0,4,0.2894736842105263,0.0,0.10526315789473684
2012/13,Liverpool,19,9,6,4,33,16,0,1,19,7,7,5,38,27,2,1,38,16,13,9,71,43,28,2,2,0.42105263157894735,0.05263157894736842,0.05263157894736842
2012/13,Man City,19,14,3,2,41,15,1,1,19,9,6,4,25,19,0,1,38,23,9,6,66,34,32,1,2,0.6052631578947368,0.02631578947368421,0.05263157894736842
2012/13,Man United,19,16,0,3,45,19,1,0,19,12,5,2,41,24,1,2,38,28,5,5,86,43,43,2,2,0.7368421052631579,0.05263157894736842,0.05263157894736842
2012/13,Newcastle,19,9,1,9,24,31,0,1,19,2,7,10,21,37,0,4,38,11,8,19,45,68,-23,0,5,0.2894736842105263,0.0,0.13157894736842105
2012/13,Norwich,19,8,7,4,25,20,1,1,19,2,7,10,16,38,0,0,38,10,14,14,41,58,-17,1,1,0.2631578947368421,0.02631578947368421,0.02631578947368421
2012/13,QPR,19,2,8,9,13,28,0,0,19,2,5,12,17,32,0,2,38,4,13,21,30,60,-30,0,2,0.10526315789473684,0.0,0.05263157894736842
2012/13,Reading,19,4,8,7,23,33,2,1,19,2,2,15,20,40,1,4,38,6,10,22,43,73,-30,3,5,0.15789473684210525,0.07894736842105263,0.13157894736842105
2012/13,Southampton,19,6,7,6,26,24,1,1,19,3,7,9,23,36,0,1,38,9,14,15,49,60,-11,1,2,0.23684210526315788,0.02631578947368421,0.05263157894736842
2012/13,Stoke,19,7,7,5,21,22,0,1,19,2,8,9,13,23,0,3,38,9,15,14,34,45,-11,0,4,0.23684210526315788,0.0,0.10526315789473684
2012/13,Sunderland,19,5,8,6,20,19,0,2,19,4,4,11,21,35,0,4,38,9,12,17,41,54,-13,0,6,0.23684210526315788,0.0,0.15789473684210525
2012/13,Swansea,19,6,8,5,28,26,0,0,19,5,5,9,19,25,1,0,38,11,13,14,47,51,-4,1,0,0.2894736842105263,0.02631578947368421,0.0
2012/13,Tottenham,19,11,5,3,29,18,2,0,19,10,4,5,37,28,1,1,38,21,9,8,66,46,20,3,1,0.5526315789473685,0.07894736842105263,0.02631578947368421
2012/13,West Brom,19,9,4,6,32,25,0,0,19,5,3,11,21,32,0,1,38,14,7,17,53,57,-4,0,1,0.3684210526315789,0.0,0.02631578947368421
2012/13,West Ham,19,9,6,4,34,22,1,2,19,3,4,12,11,31,0,0,38,12,10,16,45,53,-8,1,2,0.3157894736842105,0.02631578947368421,0.05263157894736842
2012/13,Wigan,19,4,6,9,26,39,1,4,19,5,3,11,21,34,0,0,38,9,9,20,47,73,-26,1,4,0.23684210526315788,0.02631578947368421,0.10526315789473684
2013/14,Arsenal,19,13,5,1,36,11,0,0,19,11,2,6,32,30,0,0,38,24,7,7,68,41,27,0,0,0.631578947368421,0.0,0.0
2013/14,Aston Villa,19,6,3,10,22,29,1,0,19,4,5,10,17,32,0,2,38,10,8,20,39,61,-22,1,2,0.2631578947368421,0.02631578947368421,0.05263157894736842
2013/14,Cardiff,19,5,5,9,20,35,1,2,19,2,4,13,12,39,0,0,38,7,9,22,32,74,-42,1,2,0.18421052631578946,0.02631578947368421,0.05263157894736842
2013/14,Chelsea,19,15,3,1,43,11,1,1,19,10,4,5,28,16,1,1,38,25,7,6,71,27,44,2,2,0.6578947368421053,0.05263157894736842,0.05263157894736842
2013/14,Crystal Palace,19,8,3,8,18,23,0,0,19,5,3,11,15,25,0,2,38,13,6,19,33,48,-15,0,2,0.34210526315789475,0.0,0.05263157894736842
2013/14,Everton,19,13,3,3,38,19,1,0,19,8,6,5,23,20,1,1,38,21,9,8,61,39,22,2,1,0.5526315789473685,0.05263157894736842,0.02631578947368421
2013/14,Fulham,19,5,3,11,24,38,0,1,19,4,2,13,16,47,0,2,38,9,5,24,40,85,-45,0,3,0.23684210526315788,0.0,0.07894736842105263
2013/14,Hull,19,7,4,8,20,21,0,2,19,3,3,13,18,32,1,2,38,10,7,21,38,53,-15,1,4,0.2631578947368421,0.02631578947368421,0.10526315789473684
2013/14,Liverpool,19,16,1,2,53,18,1,0,19,10,5,4,48,32,0,4,38,26,6,6,101,50,51,1,4,0.6842105263157895,0.02631578947368421,0.10526315789473684
2013/14,Man City,19,17,1,1,63,13,0,1,19,10,4,5,39,24,0,2,38,27,5,6,102,37,65,0,3,0.7105263157894737,0.0,0.07894736842105263
2013/14,Man United,19,9,3,7,29,21,1,1,19,10,4,5,35,22,1,1,38,19,7,12,64,43,21,2,2,0.5,0.05263157894736842,0.05263157894736842
2013/14,Newcastle,19,8,3,8,23,28,0,2,19,7,1,11,20,31,0,1,38,15,4,19,43,59,-16,0,3,0.39473684210526316,0.0,0.07894736842105263
2013/14,Norwich,19,6,6,7,17,18,1,0,19,2,3,14,11,44,0,1,38,8,9,21,28,62,-34,1,1,0.21052631578947367,0.02631578947368421,0.02631578947368421
2013/14,Southampton,19,8,6,5,32,23,0,2,19,7,5,7,22,23,0,3,38,15,11,12,54,46,8,0,5,0.39473684210526316,0.0,0.13157894736842105
2013/14,Stoke,19,10,6,3,27,17,1,1,19,3,5,11,18,35,0,3,38,13,11,14,45,52,-7,1,4,0.34210526315789475,0.02631578947368421,0.10526315789473684
2013/14,Sunderland,19,5,3,11,21,27,0,1,19,5,5,9,20,33,0,1,38,10,8,20,41,60,-19,0,2,0.2631578947368421,0.0,0.05263157894736842
2013/14,Swansea,19,6,5,8,33,26,0,2,19,5,4,10,21,28,0,1,38,11,9,18,54,54,0,0,3,0.2894736842105263,0.0,0.07894736842105263
2013/14,Tottenham,19,11,3,5,30,23,1,1,19,10,3,6,25,28,0,0,38,21,6,11,55,51,4,1,1,0.5526315789473685,0.02631578947368421,0.02631578947368421
2013/14,West Brom,19,4,9,6,24,27,0,4,19,3,6,10,19,32,1,1,38,7,15,16,43,59,-16,1,5,0.18421052631578946,0.02631578947368421,0.13157894736842105
2013/14,West Ham,19,7,3,9,25,26,0,1,19,4,4,11,15,25,0,1,38,11,7,20,40,51,-11,0,2,0.2894736842105263,0.0,0.05263157894736842
2014/15,Arsenal,19,12,5,2,41,14,0,0,19,10,4,5,30,22,0,1,38,22,9,7,71,36,35,0,1,0.5789473684210527,0.0,0.02631578947368421
2014/15,Aston Villa,19,5,6,8,18,25,0,4,19,5,2,12,13,32,0,1,38,10,8,20,31,57,-26,0,5,0.2631578947368421,0.0,0.13157894736842105
2014/15,Burnley,19,4,7,8,14,21,0,3,19,3,5,11,14,32,0,0,38,7,12,19,28,53,-25,0,3,0.18421052631578946,0.0,0.07894736842105263
2014/15,Chelsea,19,15,4,0,36,9,0,1,19,11,5,3,37,23,1,0,38,26,9,3,73,32,41,1,1,0.6842105263157895,0.02631578947368421,0.02631578947368421
2014/15,Crystal Palace,19,6,3,10,21,27,0,0,19,7,6,6,26,24,1,1,38,13,9,16,47,51,-4,1,1,0.34210526315789475,0.02631578947368421,0.02631578947368421
2014/15,Everton,19,7,7,5,27,21,0,2,19,5,4,10,21,29,0,2,38,12,11,15,48,50,-2,0,4,0.3157894736842105,0.0,0.10526315789473684
2014/15,Hull,19,5,5,9,19,24,0,4,19,3,6,10,14,27,0,1,38,8,11,19,33,51,-18,0,5,0.21052631578947367,0.0,0.13157894736842105
2014/15,Leicester,19,7,5,7,28,22,1,2,19,4,3,12,18,33,1,0,38,11,8,19,46,55,-9,2,2,0.2894736842105263,0.05263157894736842,0.05263157894736842
2014/15,Liverpool,19,10,5,4,30,20,0,1,19,8,3,8,22,28,0,0,38,18,8,12,52,48,4,0,1,0.47368421052631576,0.0,0.02631578947368421
2014/15,Man City,19,14,3,2,44,14,0,1,19,10,4,5,39,24,0,1,38,24,7,7,83,38,45,0,2,0.631578947368421,0.0,0.05263157894736842
2014/15,Man United,19,14,2,3,41,15,0,1,19,6,8,5,21,22,0,1,38,20,10,8,62,37,25,0,2,0.5263157894736842,0.0,0.05263157894736842
2014/15,Newcastle,19,7,5,7,26,27,0,1,19,3,4,12,14,36,1,2,38,10,9,19,40,63,-23,1,3,0.2631578947368421,0.02631578947368421,0.07894736842105263
2014/15,QPR,19,6,5,8,23,24,2,1,19,2,1,16,19,49,0,0,38,8,6,24,42,73,-31,2,1,0.21052631578947367,0.05263157894736842,0.02631578947368421
2014/15,Southampton,19,11,4,4,37,13,0,0,19,7,2,10,17,20,0,1,38,18,6,14,54,33,21,0,1,0.47368421052631576,0.0,0.02631578947368421
2014/15,Stoke,19,10,3,6,32,22,1,1,19,5,6,8,16,23,0,0,38,15,9,14,48,45,3,1,1,0.39473684210526316,0.02631578947368421,0.02631578947368421
2014/15,Sunderland,19,4,8,7,16,27,0,0,19,3,9,7,15,26,0,1,38,7,17,14,31,53,-22,0,1,0.18421052631578946,0.0,0.02631578947368421
2014/15,Swansea,19,9,5,5,27,22,0,0,19,7,3,9,19,27,0,0,38,16,8,14,46,49,-3,0,0,0.42105263157894735,0.0,0.0
2014/15,Tottenham,19,10,3,6,31,24,1,1,19,9,4,6,27,29,2,0,38,19,7,12,58,53,5,3,1,0.5,0.07894736842105263,0.02631578947368421
2014/15,West Brom,19,7,4,8,24,26,0,2,19,4,7,8,14,25,0,1,38,11,11,16,38,51,-13,0,3,0.2894736842105263,0.0,0.07894736842105263
2014/15,West Ham,19,9,4,6,25,18,0,1,19,3,7,9,19,29,0,2,38,12,11,15,44,47,-3,0,3,0.3157894736842105,0.0,0.07894736842105263
2015/16,Arsenal,19,12,4,3,31,11,1,1,19,8,7,4,34,25,0,1,38,20,11,7,65,36,29,1,2,0.5263157894736842,0.02631578947368421,0.05263157894736842
2015/16,Aston Villa,19,2,5,12,14,35,0,1,19,1,3,15,13,41,0,2,38,3,8,27,27,76,-49,0,3,0.07894736842105263,0.0,0.07894736842105263
2015/16,Bournemouth,19,5,5,9,23,34,0,2,19,6,4,9,22,33,0,0,38,11,9,18,45,67,-22,0,2,0.2894736842105263,0.0,0.05263157894736842
2015/16,Chelsea,19,5,9,5,32,30,0,2,19,7,5,7,27,23,1,2,38,12,14,12,59,53,6,1,4,0.3157894736842105,0.02631578947368421,0.10526315789473684
2015/16,Crystal Palace,19,6,3,10,19,23,1,1,19,5,6,8,20,28,0,0,38,11,9,18,39,51,-12,1,1,0.2894736842105263,0.02631578947368421,0.02631578947368421
2015/16,Everton,19,6,5,8,35,30,0,1,19,5,9,5,24,25,1,2,38,11,14,13,59,55,4,1,3,0.2894736842105263,0.02631578947368421,0.07894736842105263
2015/16,Leicester,19,12,6,1,35,18,1,2,19,11,6,2,33,18,1,2,38,23,12,3,68,36,32,2,4,0.6052631578947368,0.05263157894736842,0.10526315789473684
2015/16,Liverpool,19,8,8,3,33,22,0,1,19,8,4,7,30,28,1,1,38,16,12,10,63,50,13,1,2,0.42105263157894735,0.02631578947368421,0.05263157894736842
2015/16,Man City,19,12,2,5,47,21,0,0,19,7,7,5,24,20,0,0,38,19,9,10,71,41,30,0,0,0.5,0.0,0.0
2015/16,Man United,19,12,5,2,27,9,0,0,19,7,4,8,22,26,0,1,38,19,9,10,49,35,14,0,1,0.5,0.0,0.02631578947368421
2015/16,Newcastle,19,7,7,5,32,24,0,2,19,2,3,14,12,41,1,0,38,9,10,19,44,65,-21,1,2,0.23684210526315788,0.02631578947368421,0.05263157894736842
2015/16,Norwich,19,6,5,8,26,30,0,1,19,3,2,14,13,37,0,0,38,9,7,22,39,67,-28,0,1,0.23684210526315788,0.0,0.02631578947368421
2015/16,Southampton,19,11,3,5,39,22,1,2,19,7,6,6,20,19,0,1,38,18,9,11,59,41,18,1,3,0.47368421052631576,0.02631578947368421,0.07894736842105263
2015/16,Stoke,19,8,4,7,22,24,1,2,19,6,5,8,19,31,0,1,38,14,9,15,41,55,-14,1,3,0.3684210526315789,0.02631578947368421,0.07894736842105263
2015/16,Sunderland,19,6,6,7,23,20,1,2,19,3,6,10,25,42,1,2,38,9,12,17,48,62,-14,2,4,0.23684210526315788,0.05263157894736842,0.10526315789473684
2015/16,Swansea,19,8,6,5,20,20,0,3,19,4,5,10,22,32,0,2,38,12,11,15,42,52,-10,0,5,0.3157894736842105,0.0,0.13157894736842105
